review,customer_ID,Date,taste,taste_score,amount,amount_score,delivery,delivery_score,menu,Selected_Menu
맛있게 잘먹었습니다,sj**님,2024년 4월 9일,맛,5,양,5,배달,0,"치즈볼 로제 파스타/1(맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드),음료수 추가선택(코카콜라 355mL 추가),피클O／X(피클X))","포테이토 샐러드, 치즈볼"
파스타도 맛나고 사이드도 완벽합니다 ^^,dr**님,2024년 4월 7일,맛,5,양,5,배달,0,"[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋Grilled왕새우 2개 추가),토핑 옵션 추가선택(＋계란후라이 추가),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드),음료수 추가선택(코카콜라 355mL 추가),피클O／X(피클O)),[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋계란후라이 추가),토핑 옵션 추가선택(＋피클 추가),서비스 메뉴 추가선택(＋（제공）한입 단호박 샐러드),피클O／X(피클O)),＋버팔로윙2개＋가라아게2개/1","포테이토 샐러드, 투움바 파스타, 단호박 샐러드, 버팔로윙, 가라아게"
"지인 시켜줬는데 사진을 깜박했다고하네요...
맛은 좋았다고해요",bl**님,2024년 4월 7일,맛,5,양,5,배달,0,"[신메뉴]아란치니 로제 파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋체다치즈（토핑） 추가),토핑 옵션 추가선택(＋볶음김치 추가),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),피클O／X(피클O)),[ 강력추천 ]매콤 도로시 크림파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋[[인기]]Grilled 스테이크90g 추가),토핑 옵션 추가선택(＋체다치즈（토핑） 추가),토핑 옵션 추가선택(＋볶음김치 추가),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),피클O／X(피클O))",아란치니 로제 파스타
"알리오올리오 맛있어요
새우튀김은 그냥저냥",aa**님,2024년 4월 7일,맛,5,양,5,배달,0,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋（중독）매콤 도로시 크림파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋쉬림프 알리오올리오),메뉴2） 맵기 선택(＋2단계] 불닭볶음면 맵기),（세트）사이드메뉴 선택1(＋새우튀김4개（＋스윗칠리）),피클O／X(피클O))","쉬림프 알리오올리오, 새우튀김"
맛나게 먹었습니다 감사합니다,po**님,2024년 4월 7일,맛,5,양,5,배달,0,"[ 강력추천 ]미트소스 파스타/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋베이컨 추가),토핑 옵션 추가선택(＋눈꽃치즈 듬뿍),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드),피클O／X(피클O))","미트소스 파스타, 포테이토 샐러드"
파스타 맛있어요 또 시킬게요.,tm**님,2024년 4월 6일,맛,5,양,5,배달,0,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋미트소스 파스타),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클X))","육즙가득 통소세지, 미트소스 파스타, 포테이토 샐러드, 투움바 파스타"
맛있게 잘 먹었습니다.^^,gn**님,2024년 4월 5일,맛,5,양,5,배달,0,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋스파게티면（기본）),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋베이컨 추가),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),피클O／X(피클X))",투움바 파스타
너무 맛있게 잘 먹었어요,ej**님,2024년 4월 5일,맛,5,양,5,배달,0,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋（담백）도로시 크림파스타（맵기x）),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋새우튀김4개（＋스윗칠리）),피클O／X(피클O))","포테이토 샐러드, 투움바 파스타, 단호박 샐러드, 새우튀김"
맛있어요 잘 먹았습니다 사진은 오자마자 먹어버리는 바람에....,yh**님,2024년 4월 5일,맛,5,양,5,배달,0,"둘이서 실속 콤보（메뉴2＋사이드1）/1(둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),메뉴1） 추가선택(＋메뉴1）[[인기]]Grilled스테이크90g（토핑）),둘이서 콤보 메뉴 선택2(＋봉골레 알리오올리오),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),메뉴2） 추가선택(＋메뉴1）[[인기]]Grilled왕새우4개（토핑）),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","봉골레 알리오올리오, 육즙가득 통소세지, 투움바 파스타"
잘먹겠습니다 딱봐도 그냥 맛있어보이네요~,yo**님,2024년 4월 4일,맛,5,양,2,배달,0,"둘이서 만찬 세트（스테이크1＋메뉴1＋음료1）/1(메뉴 선택(＋쉬림프&베이컨 크림리조또),맵기조절 선택（2）(＋기본),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),스테이크 선택(＋찹스테이크),음료 선택(＋ 환타 파인 355mL),피클O／X(피클O))",쉬림프&베이컨 크림리조또
맛있어요 잘 먹었습니닷,tp**님,2024년 4월 4일,맛,4,양,4,배달,0,"[ 강력추천 ] 투움바 파스타/1(면 종류 선택(＋페투치네면（투움바주문시에만 선택가능）),맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),피클O／X(피클X)),밀키스 355mL/1",투움바 파스타
맛있게 잘 먹었습니다,l6**님,2024년 4월 4일,맛,5,양,5,배달,0,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋（중독）매콤 도로시 크림파스타),맵기조절 선택（2）(＋1단계] 신라면 맵기),토핑 옵션 추가선택(＋계란후라이 추가),토핑 옵션 추가선택(＋체다치즈（토핑） 추가),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),서비스 메뉴 추가선택(＋（제공）한입 포테이토 샐러드),음료 선택(＋코카콜라355mL),피클O／X(피클O))","육즙가득 통소세지, 포테이토 샐러드"
맛있게 잘먹었습니다,ha**님,2024년 4월 4일,맛,5,양,5,배달,0,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋우삼겹 알리오올리오),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O)),김치&베이컨 필라프/1(맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋체다치즈（토핑） 추가),피클O／X(피클O))","우삼겹 알리오올리오, 김치&베이컨 필라프, 육즙가득 통소세지, 포테이토 샐러드, 투움바 파스타"
"양과 맛 만족스럽습니다
선택한 음식이 잘못오는 오류가 있었는데
빠르게 처리 해주셨어요
서비스로 받은 감자튀김도 맛있었습니다:)",jj**님,2024년 4월 4일,맛,5,양,5,배달,0,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋베이컨 토마토 파스타),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 크림 리조또),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","육즙가득 통소세지, 포테이토 샐러드"
매주먹어요 너무 맛나요 스파게티는 도로시,ak**님,2024년 4월 4일,맛,5,양,5,배달,0,"우삼겹  알리오올리오/1(맵기조절 선택（2）(＋기본),피클O／X(피클X)),＋버팔로윙 4개/1",버팔로윙
오늘은 또 다른 메뉴에요 다 맛있네요 ????????,rl**님,2024년 4월 4일,맛,5,양,5,배달,0,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋우삼겹 필라프),맵기조절 선택（2）(＋기본),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(＋코카콜라355mL),피클O／X(피클O)),더블up치즈 뇨끼파스타/1(맵기조절 선택（2）(＋기본),피클O／X(피클O))","더블up치즈 뇨끼파스타, 육즙가득 통소세지, 우삼겹 필라프"
잘 먹었습니다 :),mi**님,2024년 4월 3일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋쉬림프&베이컨 로제파스타),맵기조절 선택（2）(＋기본),토핑 옵션 추가선택(＋육즙가득 통 소세지（토핑）),（세트）사이드메뉴 선택1(＋[NEW]치킨너겟 6개),음료 선택(＋코카콜라355mL),피클O／X(피클X))","쉬림프&베이컨 로제파스타, 치킨너겟"
맛있게 잘 먹었습니다,wo**님,2024년 4월 3일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(새우 비스크소스 파스타),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋투움바 크림 리조또),메뉴2） 맵기 선택(＋2단계] 불닭볶음면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","새우 비스크소스 파스타, 육즙가득 통소세지, 단호박 샐러드"
양도많고 맛있었습니다,do**님,2024년 4월 2일,맛,5,양,5,배달,0,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(새우 비스크소스 필라프),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","새우 비스크소스 필라프, 육즙가득 통소세지, 투움바 파스타"
너무맛있었어요 실패할 수 없는 맛!!!,ki**님,2024년 3월 31일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 한입 단호박 샐러드),둘이서 콤보 메뉴 선택1(＋김치 베이컨 필라프),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋속풀이해장 얼큰한 파스타),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋치킨 가라아게6개),피클O／X(피클O))","단호박 샐러드, 가라아게"
맛있어요 똪시쿄먹을게요,go**님,2024년 3월 31일,맛,5,양,5,배달,5,"패밀리 실속 세트（메뉴3＋튀김1＋음료2）/1(도로시 패밀리 메뉴1） [ 선택 ](＋쉬림프&베이컨 로제파스타),도로시 패밀리 메뉴1 맵기 [선택](기본]),도로시 패밀리 메뉴2） [ 선택 ](＋투움바 크림 리조또),도로시 패밀리 메뉴2 맵기 [선택](1단계]),도로시 패밀리 메뉴3） [ 선택 ](＋（인기）매콤 도로시 크림파스타),도로시 패밀리 메뉴3 맵기 [선택](기본]),도로시 패밀리 튀김 [선택](＋타코야끼 8알),도로시 패밀리 음료 [선택](환타 파인 ＋ 펩시 제로),피클O／X(피클O))","쉬림프&베이컨 로제파스타, 타코야끼"
맛있게 잘 먹었습니다,wo**님,2024년 3월 31일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(둘이서 콤보 메뉴 선택1(새우 비스크소스 필라프),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋베이컨 토마토 파스타),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클O))","새우 비스크소스 필라프, 육즙가득 통소세지"
이번엔 다른 메뉴인데 이것도 넘 맛있었어요 잘 먹었습니당????????,rl**님,2024년 3월 31일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋（담백）도로시 크림파스타（맵기x）),메뉴1） 맵기 선택(＋기본]),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 필라프),메뉴2） 맵기 선택(＋기본]),（세트）사이드메뉴 선택1(＋[NEW]치킨너겟 6개),피클O／X(피클O))","쉬림프&베이컨 필라프, 치킨너겟"
진짜맛나게먹었어요!,ko**님,2024년 3월 31일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),서비스 메뉴 추가선택(＋（제공） 한입 포테이토 샐러드),둘이서 콤보 메뉴 선택1(＋우삼겹 알리오올리오),메뉴1） 맵기 선택(＋1단계] 신라면 맵기),둘이서 콤보 메뉴 선택2(＋쉬림프&베이컨 로제 리조또),메뉴2） 맵기 선택(＋1단계] 신라면 맵기),（세트）사이드메뉴 선택1(＋육즙가득 통소세지（＋케찹）),피클O／X(피클X))","우삼겹 알리오올리오, 육즙가득 통소세지, 포테이토 샐러드"
역시나 넘나 맛있어요!! 소스도 넉넉히 주셔서 미트볼 파스타 남은소스에 밥넣고 치즈뿌려서 리조또로 한끼 더 먹었습니다! 근데 윙은 크기가 큰데 조금 냄새가 났어요! 윙은 제품을 바꾸시는게 매출에 더 도움이 되실것 같네요~! 다 음엔 딴 사이드로 시켜볼께요~ 번창하세요!,ey**님,2024년 3월 30일,맛,5,양,5,배달,5,"둘이서 실속 콤보（메뉴2＋사이드1）/1(서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),서비스 메뉴 추가선택(＋（제공） 모닝빵＋딸기잼),둘이서 콤보 메뉴 선택1(＋（감동）투움바 파스타),메뉴1） 맵기 선택(＋2단계] 불닭볶음면 맵기),둘이서 콤보 메뉴 선택2(＋미트소스 파스타),메뉴2） 맵기 선택(＋4단계] 도~전정신),（세트）사이드메뉴 선택1(＋버팔로윙4개),피클O／X(피클O))","미트소스 파스타, 투움바 파스타, 버팔로윙"
배달도 빠르고 너무 맛있었어요,km**님,2024년 3월 30일,맛,5,양,5,배달,5,"패밀리 만찬 세트（메뉴3＋스테이크1＋음료2）/1(도로시 패밀리 메뉴1） [ 선택 ](＋투움바 크림 리조또),도로시 패밀리 메뉴1 맵기 [선택](기본]),도로시 패밀리 메뉴2） [ 선택 ](＋（인기）매콤 도로시 크림파스타),도로시 패밀리 메뉴2 맵기 [선택](2단계]),도로시 패밀리 메뉴3） [ 선택 ](＋쉬림프&베이컨 크림리조또),도로시 패밀리 메뉴3 맵기 [선택](기본]),도로시 패밀리 스테이크 [선택](＋Gilled큐브스테이크&Gilled쉬림프（4개）),도로시 패밀리 음료 [선택](환타 파인 ＋ 환타 파인),피클O／X(피클O))",쉬림프&베이컨 크림리조또
양도 많고 매콤하니 맛있네요,04**님,2024년 3월 30일,맛,5,양,5,배달,5,"나혼자 실속 세트（메뉴1＋사이드1＋콜라or스프라이트）/1(메뉴 선택(＋속풀이해장 얼큰파스타（기본매콤）),맵기조절 선택（2）(＋2단계] 불닭볶음면 맵기),（세트）사이드메뉴 선택1(＋치킨 가라아게6개),서비스 메뉴 추가선택(＋（제공）모닝빵＋딸기쨈),음료 선택(밀키스 355mL),피클O／X(피클O))",가라아게
